,index,zeit,kapazitaet,ladezustand,ladetyp,nr
289,673,2023-01-01 20:50:00,600,0.08398061563000103,NCS,1
290,674,2023-01-01 10:35:00,960,0.1001737011210585,MCS,4
291,675,2023-01-01 13:50:00,960,0.397709346425938,MCS,4
292,676,2023-01-01 19:25:00,960,0.09975340292713201,NCS,4
293,679,2023-01-01 19:15:00,600,0.10405949911184419,NCS,1
294,680,2023-01-01 20:35:00,840,0.07406442450869834,NCS,3
295,681,2023-01-01 20:40:00,600,0.2824275682103871,NCS,1
296,682,2023-01-01 19:35:00,840,0.31067817707542955,MCS,3
297,683,2023-01-01 18:35:00,600,0.32786857736275404,NCS,1
298,684,2023-01-01 11:40:00,720,0.17297478429362956,MCS,2
299,685,2023-01-01 21:55:00,600,0.06734961103603264,NCS,1
300,686,2023-01-01 21:05:00,600,0.26363991719001006,NCS,1
301,687,2023-01-01 22:00:00,960,0.18939614186567522,NCS,4
302,688,2023-01-01 21:05:00,960,0.21711507053409423,NCS,4
303,690,2023-01-01 12:20:00,720,0.27574360595677444,MCS,2
304,691,2023-01-01 12:15:00,840,0.2118243768624351,MCS,3
305,692,2023-01-01 12:50:00,720,0.22077252797762542,MCS,2
306,694,2023-01-01 11:20:00,840,0.3354021167896571,MCS,3
307,695,2023-01-01 21:35:00,720,0.1788001135144362,NCS,2
308,697,2023-01-01 21:55:00,600,0.28394880146700174,NCS,1
309,698,2023-01-01 21:35:00,960,0.34931444058358735,NCS,4
310,699,2023-01-01 18:25:00,600,0.20686693754305718,MCS,1
311,701,2023-01-01 20:55:00,840,0.12313162644776288,NCS,3
312,702,2023-01-01 12:40:00,600,0.3463407456671769,MCS,1
313,703,2023-01-01 22:20:00,960,0.053934373471208844,NCS,4
314,704,2023-01-01 14:05:00,600,0.3335121326714212,MCS,1
315,705,2023-01-01 18:35:00,960,0.1726018682442533,MCS,4
316,706,2023-01-01 14:35:00,960,0.15490313747445084,MCS,4
317,707,2023-01-01 20:15:00,960,0.2210562632480173,NCS,4
318,708,2023-01-01 19:30:00,960,0.14605183540619526,NCS,4
319,709,2023-01-01 15:20:00,960,0.11441999786426595,MCS,4
320,710,2023-01-01 13:30:00,720,0.11915352431807104,MCS,2
321,711,2023-01-01 18:20:00,840,0.1103957010396993,MCS,3
322,712,2023-01-01 19:05:00,720,0.23519952349882478,NCS,2
323,714,2023-01-01 21:25:00,840,0.16901320706435502,NCS,3
324,715,2023-01-01 11:00:00,960,0.33927813664960565,MCS,4
325,716,2023-01-01 23:40:00,720,0.2682181323760068,NCS,2
326,718,2023-01-01 14:05:00,600,0.22427840034293367,MCS,1
327,719,2023-01-01 10:00:00,720,0.07345253666358117,MCS,2
328,721,2023-01-01 15:40:00,600,0.10916032685794207,MCS,1
329,722,2023-01-01 14:15:00,960,0.08050738435949922,MCS,4
330,723,2023-01-01 23:15:00,600,0.23290905320438282,NCS,1
331,724,2023-01-01 10:00:00,600,0.24253699059412864,MCS,1
332,726,2023-01-01 21:00:00,960,0.2005260769707512,MCS,4
333,727,2023-01-01 20:05:00,960,0.19130124481184735,NCS,4
334,728,2023-01-01 12:00:00,960,0.08829907699444142,MCS,4
335,729,2023-01-01 19:15:00,840,0.20461616098317453,MCS,3
336,730,2023-01-01 10:55:00,960,0.35166617601476274,MCS,4
337,731,2023-01-01 23:55:00,960,0.2357776200876583,NCS,4
338,732,2023-01-01 16:55:00,840,0.24468100438306045,MCS,3
339,733,2023-01-01 18:25:00,840,0.22766654337234876,NCS,3
340,734,2023-01-01 16:55:00,960,0.20505526267392826,MCS,4
341,735,2023-01-01 13:25:00,960,0.2242847979210063,MCS,4
342,736,2023-01-01 20:15:00,600,0.2290589363904022,NCS,1
343,738,2023-01-01 18:40:00,960,0.30410640217000445,NCS,4
344,739,2023-01-01 10:40:00,600,0.3818713364131276,MCS,1
345,740,2023-01-01 20:55:00,720,0.0829787241517734,NCS,2
346,742,2023-01-01 23:20:00,840,0.2071517003472551,NCS,3
347,743,2023-01-01 13:05:00,600,0.07468932188292124,MCS,1
348,744,2023-01-01 20:40:00,600,0.26850743808467736,MCS,1
349,745,2023-01-01 10:15:00,720,0.3098168997317644,MCS,2
350,747,2023-01-01 13:15:00,960,0.2258571095833971,MCS,4
351,748,2023-01-01 19:20:00,600,0.10353170936012851,MCS,1
352,749,2023-01-01 19:35:00,720,0.1372354526392941,NCS,2
353,750,2023-01-01 10:45:00,720,0.30680623455144107,MCS,2
354,753,2023-01-01 09:55:00,840,0.3309274196938756,MCS,3
355,754,2023-01-01 18:40:00,960,0.35546826729676845,NCS,4
356,755,2023-01-01 17:30:00,840,0.3808817034570208,MCS,3
357,756,2023-01-01 18:30:00,960,0.2937241490294835,NCS,4
358,757,2023-01-01 18:25:00,600,0.11897418231203573,NCS,1
359,758,2023-01-01 09:55:00,840,0.2770465075200051,MCS,3
360,760,2023-01-01 21:00:00,840,0.2637060779542929,NCS,3
361,761,2023-01-01 21:30:00,600,0.34083089918741827,NCS,1
362,762,2023-01-01 21:05:00,960,0.35570349102415344,MCS,4
363,763,2023-01-01 23:10:00,600,0.36168855138708755,NCS,1
364,764,2023-01-01 16:50:00,720,0.30231243467961,MCS,2
365,765,2023-01-01 16:20:00,720,0.2714299288792821,MCS,2
366,766,2023-01-01 10:10:00,960,0.3105119804122475,MCS,4
367,767,2023-01-01 11:10:00,960,0.07607386360694209,MCS,4
368,768,2023-01-01 11:40:00,600,0.0844889792124488,MCS,1
369,769,2023-01-01 12:50:00,840,0.2905115112713435,MCS,3
370,770,2023-01-01 21:50:00,720,0.3867814127847295,NCS,2
371,771,2023-01-01 14:20:00,600,0.2603031191913289,MCS,1
372,772,2023-01-01 15:30:00,840,0.3424959603244844,MCS,3
373,773,2023-01-01 23:20:00,600,0.26534118702953424,NCS,1
374,774,2023-01-01 21:35:00,600,0.17434000433128605,NCS,1
375,775,2023-01-01 14:15:00,720,0.2080061154881564,MCS,2
376,776,2023-01-01 21:00:00,720,0.12272560596407396,NCS,2
377,777,2023-01-01 10:55:00,960,0.21500104668185932,MCS,4
378,778,2023-01-01 19:55:00,720,0.3283024690249443,MCS,2
379,779,2023-01-01 09:50:00,840,0.05442178717857326,MCS,3
380,781,2023-01-01 14:15:00,960,0.1271545783097432,MCS,4
381,782,2023-01-01 10:10:00,840,0.3799022351165832,MCS,3
382,783,2023-01-01 12:25:00,600,0.22488093908821627,MCS,1
383,784,2023-01-01 15:55:00,720,0.2926832385977512,MCS,2
384,785,2023-01-01 10:40:00,840,0.3338194426299154,MCS,3
385,787,2023-01-01 19:35:00,840,0.33672923063226123,MCS,3
386,788,2023-01-01 18:50:00,600,0.2839714373274875,MCS,1
387,789,2023-01-01 18:20:00,840,0.2085676887511007,MCS,3
388,790,2023-01-01 19:00:00,840,0.33464432797124605,NCS,3
389,791,2023-01-01 20:25:00,720,0.07210942034538721,MCS,2
390,792,2023-01-01 12:05:00,720,0.08481200112681686,MCS,2
391,793,2023-01-01 20:10:00,600,0.36836963614956914,MCS,1
392,794,2023-01-01 14:20:00,840,0.2605698113491174,MCS,3
393,795,2023-01-01 21:35:00,960,0.06363306515147324,MCS,4
394,796,2023-01-01 17:30:00,720,0.15138415142822975,MCS,2
395,797,2023-01-01 20:40:00,840,0.3705038615694116,MCS,3
396,798,2023-01-01 19:15:00,840,0.35816953287063846,MCS,3
397,799,2023-01-01 21:20:00,840,0.2686855779619774,NCS,3
398,800,2023-01-01 19:25:00,840,0.18107697930652383,MCS,3
399,801,2023-01-01 11:20:00,960,0.10003925028709945,MCS,4
400,802,2023-01-01 11:00:00,840,0.22830297126730603,MCS,3
401,803,2023-01-01 13:30:00,600,0.3708258536621167,MCS,1
402,804,2023-01-01 18:30:00,720,0.09760758620927931,NCS,2
403,805,2023-01-01 18:15:00,600,0.14231322874194807,NCS,1
404,806,2023-01-01 19:25:00,960,0.18585387817867072,MCS,4
405,807,2023-01-01 21:35:00,960,0.12372008070240682,NCS,4
406,808,2023-01-01 20:55:00,840,0.11330937681028962,NCS,3
407,809,2023-01-01 22:50:00,720,0.19025792011162262,NCS,2
408,810,2023-01-01 22:05:00,600,0.10581322021707092,NCS,1
409,811,2023-01-01 13:05:00,600,0.11752680656270094,MCS,1
410,812,2023-01-01 22:45:00,600,0.24202455949770502,NCS,1
411,813,2023-01-01 17:40:00,720,0.2201068859499512,MCS,2
412,814,2023-01-01 19:45:00,840,0.16227780564106034,NCS,3
413,815,2023-01-01 17:00:00,720,0.20592420677395618,MCS,2
414,816,2023-01-01 14:15:00,960,0.2871775189067923,MCS,4
415,817,2023-01-01 13:20:00,720,0.24720063206428378,MCS,2
416,820,2023-01-01 14:30:00,960,0.3426043546926735,MCS,4
417,822,2023-01-01 21:15:00,840,0.26105266641122515,NCS,3
418,823,2023-01-01 10:50:00,720,0.39976539245190895,MCS,2
419,824,2023-01-01 14:55:00,840,0.23187164870316024,MCS,3
420,825,2023-01-01 14:15:00,840,0.08483732373577739,MCS,3
421,826,2023-01-01 22:25:00,960,0.29524906702325954,NCS,4
422,828,2023-01-01 14:55:00,840,0.13749347272961554,MCS,3
423,829,2023-01-01 14:45:00,720,0.16746337677144768,MCS,2
424,831,2023-01-01 16:35:00,720,0.36142703088158984,MCS,2
425,832,2023-01-01 20:55:00,840,0.29749599499532225,NCS,3
426,833,2023-01-01 19:30:00,720,0.271399623417853,NCS,2
427,834,2023-01-01 18:55:00,720,0.21557258737023627,NCS,2
428,835,2023-01-01 20:15:00,720,0.24244309352661697,NCS,2
429,836,2023-01-01 18:30:00,600,0.14167331364577657,NCS,1
430,837,2023-01-01 19:25:00,600,0.06596738798664611,NCS,1
431,838,2023-01-01 22:30:00,720,0.18647370330604018,NCS,2
432,839,2023-01-01 12:50:00,600,0.1341976184799339,MCS,1
433,841,2023-01-01 21:00:00,720,0.13724823468968905,NCS,2
434,842,2023-01-01 20:35:00,600,0.25070999092480245,MCS,1
435,844,2023-01-01 13:00:00,960,0.271710802312736,MCS,4
436,845,2023-01-01 14:00:00,600,0.37815142299282906,MCS,1
437,847,2023-01-01 20:45:00,960,0.30388845759264405,NCS,4
438,848,2023-01-01 11:30:00,960,0.06985757853125232,MCS,4
439,849,2023-01-01 10:30:00,600,0.10839914604330522,MCS,1
440,851,2023-01-01 19:55:00,960,0.09511349366576846,MCS,4
441,852,2023-01-01 10:25:00,600,0.08396993050629763,MCS,1
442,853,2023-01-01 21:20:00,600,0.055312285700860234,NCS,1
443,854,2023-01-01 20:25:00,960,0.17639656014524097,NCS,4
444,856,2023-01-01 20:40:00,600,0.143132300764792,NCS,1
445,857,2023-01-01 17:40:00,720,0.11184422151218196,NCS,2
446,858,2023-01-01 15:25:00,600,0.14861160845768193,MCS,1
447,859,2023-01-01 19:50:00,720,0.17086587174605844,NCS,2
448,860,2023-01-01 12:20:00,600,0.327212595757875,MCS,1
449,861,2023-01-01 20:45:00,720,0.3004616525024623,NCS,2
450,862,2023-01-01 22:20:00,960,0.2548774533509264,MCS,4
451,863,2023-01-01 20:50:00,720,0.06309552553737172,NCS,2
452,864,2023-01-01 20:20:00,960,0.3113157211351081,NCS,4
453,865,2023-01-01 13:25:00,600,0.24408409035434514,MCS,1
454,867,2023-01-01 22:35:00,600,0.18751700352957895,NCS,1
455,868,2023-01-01 20:05:00,960,0.08514906827729476,NCS,4
456,869,2023-01-01 17:55:00,960,0.3446109974359932,NCS,4
457,870,2023-01-01 15:45:00,840,0.1821956419818691,MCS,3
458,871,2023-01-01 19:45:00,720,0.09240674288250253,NCS,2
459,872,2023-01-01 20:20:00,600,0.1686392551803403,NCS,1
460,873,2023-01-01 22:45:00,720,0.07333719651595103,NCS,2
461,874,2023-01-01 18:55:00,600,0.32887977876207547,MCS,1
462,875,2023-01-01 19:55:00,840,0.372545515920957,NCS,3
463,876,2023-01-01 21:45:00,600,0.3283673469063857,NCS,1
464,877,2023-01-01 19:30:00,720,0.05610808935442204,NCS,2
465,878,2023-01-01 22:30:00,960,0.13509293826062957,NCS,4
466,879,2023-01-01 11:20:00,840,0.14981003388063946,MCS,3
467,880,2023-01-01 12:00:00,720,0.19883979305957966,MCS,2
468,882,2023-01-01 19:55:00,720,0.3157688180685775,NCS,2
469,883,2023-01-01 22:25:00,960,0.1941685001425016,NCS,4
470,884,2023-01-01 11:15:00,840,0.35631695211872755,MCS,3
471,885,2023-01-01 19:50:00,960,0.10206413505471162,NCS,4
472,886,2023-01-01 14:25:00,840,0.3303590512862214,MCS,3
473,887,2023-01-01 11:35:00,600,0.0559858285378059,MCS,1
474,888,2023-01-01 17:40:00,840,0.31707768494450506,NCS,3
475,890,2023-01-01 20:55:00,600,0.17956034607604143,NCS,1
476,891,2023-01-01 15:40:00,720,0.21011540719414518,MCS,2
477,892,2023-01-01 15:05:00,720,0.3595523249363074,MCS,2
478,893,2023-01-01 16:00:00,840,0.2716588380200503,MCS,3
479,894,2023-01-01 21:45:00,960,0.1312094231793473,NCS,4
480,895,2023-01-01 23:25:00,960,0.2524570015851405,NCS,4
481,896,2023-01-01 11:30:00,840,0.34005493670262266,MCS,3
482,898,2023-01-01 19:10:00,600,0.05427210681997534,NCS,1
483,899,2023-01-01 14:20:00,960,0.3120173152990938,MCS,4
484,900,2023-01-01 20:20:00,720,0.0599208239477184,NCS,2
485,901,2023-01-01 21:35:00,600,0.19529761328865708,NCS,1
486,903,2023-01-01 22:40:00,840,0.11417577830960655,NCS,3
487,904,2023-01-01 21:05:00,600,0.1874050159649085,NCS,1
488,905,2023-01-01 18:20:00,840,0.25956391714196303,NCS,3
489,906,2023-01-01 19:10:00,960,0.27479024193798673,MCS,4
490,907,2023-01-01 17:50:00,600,0.09040008994740853,NCS,1
491,908,2023-01-01 19:30:00,960,0.06299226600288861,NCS,4
492,909,2023-01-01 22:35:00,960,0.05718664480520869,NCS,4
493,910,2023-01-01 18:30:00,960,0.37995680078874255,NCS,4
494,911,2023-01-01 19:55:00,720,0.08496777506290093,NCS,2
495,912,2023-01-01 19:15:00,960,0.09810017233266992,NCS,4
496,914,2023-01-01 12:50:00,960,0.25573248285152644,MCS,4
497,915,2023-01-01 19:25:00,600,0.06716866375238045,MCS,1
498,916,2023-01-01 18:45:00,720,0.35856455974178914,NCS,2
499,917,2023-01-01 11:15:00,960,0.2066509550257437,MCS,4
500,918,2023-01-01 23:55:00,960,0.14486742099422367,NCS,4
501,919,2023-01-01 18:55:00,600,0.32574661016442896,NCS,1
502,920,2023-01-01 12:20:00,840,0.26573931958776936,MCS,3
503,921,2023-01-01 22:05:00,960,0.340309374950114,NCS,4
504,922,2023-01-01 13:15:00,840,0.10934116187070458,MCS,3
505,923,2023-01-01 14:05:00,960,0.24133466200671982,MCS,4
506,924,2023-01-01 20:05:00,600,0.36943111253682265,NCS,1
507,925,2023-01-01 18:55:00,960,0.29732493793183423,MCS,4
508,926,2023-01-01 11:25:00,960,0.0809687345036893,MCS,4
509,927,2023-01-01 17:40:00,600,0.08340536717887224,NCS,1
510,928,2023-01-01 18:25:00,960,0.09278243290618457,NCS,4
511,929,2023-01-01 22:50:00,720,0.1156999410578194,NCS,2
512,930,2023-01-01 21:05:00,960,0.3167728022462033,NCS,4
513,931,2023-01-01 19:55:00,720,0.12033082134484957,MCS,2
514,932,2023-01-01 11:40:00,840,0.14573299183940208,MCS,3
515,933,2023-01-01 11:25:00,600,0.27929206112867894,MCS,1
516,934,2023-01-01 23:35:00,840,0.38254608877686297,NCS,3
517,935,2023-01-01 10:45:00,600,0.11601419682194943,MCS,1
518,936,2023-01-01 18:25:00,840,0.06039105507225193,NCS,3
519,937,2023-01-01 20:15:00,720,0.20808734631343745,NCS,2
520,938,2023-01-01 14:15:00,960,0.1850240036430239,MCS,4
521,939,2023-01-01 17:45:00,960,0.14700008516756194,MCS,4
522,940,2023-01-01 11:20:00,600,0.08604322988453805,MCS,1
523,941,2023-01-01 23:20:00,720,0.07460194661195495,NCS,2
524,942,2023-01-01 21:35:00,720,0.3331956822116706,NCS,2
525,943,2023-01-01 23:55:00,840,0.05787666113688557,NCS,3
526,944,2023-01-01 19:05:00,960,0.34252482352513547,NCS,4
527,945,2023-01-01 15:35:00,960,0.3055553404175042,MCS,4
528,946,2023-01-01 19:40:00,600,0.3835258050604457,MCS,1
529,947,2023-01-01 21:25:00,600,0.303072866497636,NCS,1
530,948,2023-01-01 19:25:00,960,0.23513797184283763,NCS,4
531,949,2023-01-01 21:05:00,720,0.24231220482966032,MCS,2
532,950,2023-01-01 23:35:00,840,0.2109449586257951,NCS,3
533,951,2023-01-01 18:15:00,600,0.11395370841314556,NCS,1
534,952,2023-01-01 19:10:00,720,0.18249488426413457,NCS,2
535,953,2023-01-01 13:10:00,720,0.2764909491828257,MCS,2
536,954,2023-01-01 12:35:00,720,0.15112554096753897,MCS,2
537,955,2023-01-01 15:30:00,840,0.22968100171334643,MCS,3
538,957,2023-01-01 19:50:00,720,0.10334007782548722,MCS,2
539,958,2023-01-01 20:10:00,720,0.25608745315351406,NCS,2
540,959,2023-01-01 23:35:00,600,0.39671095418656427,NCS,1
541,960,2023-01-01 21:00:00,600,0.18064641914994617,MCS,1
542,961,2023-01-01 18:40:00,960,0.1568837660726879,MCS,4
543,962,2023-01-01 14:55:00,840,0.0553251876708354,MCS,3
544,963,2023-01-01 12:10:00,720,0.1756472654129269,MCS,2
545,964,2023-01-01 14:30:00,960,0.15762565174511123,MCS,4
546,965,2023-01-01 18:50:00,840,0.10390108671189002,NCS,3
547,966,2023-01-01 19:50:00,960,0.06363559713118697,NCS,4
548,967,2023-01-01 18:20:00,600,0.08093699279987396,NCS,1
549,968,2023-01-01 20:50:00,720,0.11878184204261542,MCS,2
550,969,2023-01-01 19:20:00,720,0.3786996803393422,NCS,2
551,970,2023-01-01 18:40:00,960,0.1269422785635694,NCS,4
552,971,2023-01-01 19:00:00,600,0.3973533370091419,NCS,1
553,972,2023-01-01 20:40:00,600,0.3907851027091409,NCS,1
554,973,2023-01-01 18:40:00,840,0.320023965442617,NCS,3
555,974,2023-01-01 22:40:00,840,0.35630142742734133,NCS,3
556,975,2023-01-01 20:00:00,600,0.10396151016903807,NCS,1
557,976,2023-01-01 21:30:00,720,0.17526562405366775,NCS,2
558,977,2023-01-01 19:20:00,720,0.20157668850521554,NCS,2
559,978,2023-01-01 23:15:00,720,0.19475799337619643,NCS,2
560,979,2023-01-01 21:05:00,840,0.39268696003019526,MCS,3
561,980,2023-01-01 19:45:00,600,0.15002764222142742,NCS,1
562,981,2023-01-01 12:45:00,600,0.14824179653747582,MCS,1
563,982,2023-01-01 11:35:00,960,0.3967439073379775,MCS,4
564,983,2023-01-01 20:30:00,840,0.23666204700538024,MCS,3
565,984,2023-01-01 10:55:00,840,0.381745730240377,MCS,3
566,985,2023-01-01 21:50:00,840,0.20301974242176818,NCS,3
567,986,2023-01-01 13:30:00,720,0.1992556603454338,MCS,2
568,988,2023-01-01 19:50:00,600,0.26050759396574735,NCS,1
569,989,2023-01-01 18:45:00,960,0.3061076943752083,NCS,4
570,990,2023-01-01 19:20:00,720,0.06664061724257644,MCS,2
571,991,2023-01-01 13:55:00,840,0.3159364888251547,MCS,3
572,992,2023-01-01 12:00:00,840,0.250122795048024,MCS,3
573,995,2023-01-01 12:35:00,600,0.3939703053335634,MCS,1
574,996,2023-01-01 19:00:00,960,0.3226368578524533,NCS,4
575,997,2023-01-01 18:35:00,600,0.13038327419774826,NCS,1
576,998,2023-01-01 14:20:00,720,0.3247166266677065,MCS,2
577,999,2023-01-01 19:55:00,720,0.26765548083250573,NCS,2
