,Zeit,NCS,MCS
0,2023-01-01 00:00:00,0.010483705864856243,0.001943337303836201
1,2023-01-01 00:15:00,0.009088952253369045,0.0
2,2023-01-01 00:30:00,0.0077816526502198,0.0
3,2023-01-01 00:45:00,0.006561807055408504,0.0
4,2023-01-01 01:00:00,0.005690524571193452,0.0
5,2023-01-01 01:15:00,0.004819492671529511,0.0
6,2023-01-01 01:30:00,0.003951968955581132,0.0
7,2023-01-01 01:45:00,0.0032951868471176138,0.0
8,2023-01-01 02:00:00,0.0027995306050188577,0.0
9,2023-01-01 02:15:00,0.002303874362920102,0.0
10,2023-01-01 02:30:00,0.0018375365133014038,0.0
11,2023-01-01 02:45:00,0.001487971064500714,0.0
12,2023-01-01 03:00:00,0.0012261102085890862,0.0
13,2023-01-01 03:15:00,0.0009642493526774583,0.0
14,2023-01-01 03:30:00,0.0008482287055127849,0.0
15,2023-01-01 03:45:00,0.0007234375990592053,0.0
16,2023-01-01 04:00:00,0.0005620611481433314,0.0
17,2023-01-01 04:15:00,0.0003600899999473772,0.0
18,2023-01-01 04:30:00,0.00023955883086269496,0.0
19,2023-01-01 04:45:00,0.0,0.0002817234317542626
20,2023-01-01 05:00:00,0.0,0.0005684866386740755
21,2023-01-01 05:15:00,0.0,0.0005896536943693867
22,2023-01-01 05:30:00,0.0,0.00040696184461818784
23,2023-01-01 05:45:00,0.0,0.0005505954368363718
24,2023-01-01 06:00:00,0.0,0.0003885666652639292
25,2023-01-01 06:15:00,0.0,0.000368911542118283
26,2023-01-01 06:30:00,0.0,0.00045156385483330813
27,2023-01-01 06:45:00,0.0,0.00024846091566163044
28,2023-01-01 07:00:00,0.0,0.00033111322837665565
29,2023-01-01 07:15:00,0.0,0.0005561391895184772
30,2023-01-01 07:30:00,0.0,0.0005979693233925448
31,2023-01-01 07:45:00,0.0,0.0009862839998981965
32,2023-01-01 08:00:00,0.0,0.0017213352077937098
33,2023-01-01 08:15:00,0.0,0.0021711351413190756
34,2023-01-01 08:30:00,0.0,0.002600271996665685
35,2023-01-01 08:45:00,0.0,0.006027571097998176
36,2023-01-01 09:00:00,0.0,0.007598972994616763
37,2023-01-01 09:15:00,0.0,0.00961891488096933
38,2023-01-01 09:30:00,0.0,0.011067850241065045
39,2023-01-01 09:45:00,0.0,0.020328437107763747
40,2023-01-01 10:00:00,0.0,0.021777372467859463
41,2023-01-01 10:15:00,0.0,0.024246106332704284
42,2023-01-01 10:30:00,0.0,0.025817508229322873
43,2023-01-01 10:45:00,0.0,0.03501660983900186
44,2023-01-01 11:00:00,0.0,0.03165230792723875
45,2023-01-01 11:15:00,0.0,0.03140863479798439
46,2023-01-01 11:30:00,0.0,0.02969637118548867
47,2023-01-01 11:45:00,0.0,0.02304840376461125
48,2023-01-01 12:00:00,0.0,0.02325327062509087
49,2023-01-01 12:15:00,0.0,0.02239751680198043
50,2023-01-01 12:30:00,0.0,0.022255647131070186
51,2023-01-01 12:45:00,0.0,0.020767653513441457
52,2023-01-01 13:00:00,0.0,0.020054777316274367
53,2023-01-01 13:15:00,0.00014934839246251693,0.020239233087333507
54,2023-01-01 13:30:00,0.0003127295197872838,0.020260652131787096
55,2023-01-01 13:45:00,0.000455562713920899,0.01938448721925617
56,2023-01-01 14:00:00,0.0006998826512547144,0.018875469927535592
57,2023-01-01 14:15:00,0.0011672228390778587,0.01863154480952296
58,2023-01-01 14:30:00,0.0017157524214611636,0.018958878206525448
59,2023-01-01 14:45:00,0.0024061128597736366,0.017695406572521985
60,2023-01-01 15:00:00,0.0032791494358464708,0.016962119285934413
61,2023-01-01 15:15:00,0.004436348892879866,0.01610636546282397
62,2023-01-01 15:30:00,0.005876959477220486,0.016046140149595645
63,2023-01-01 15:45:00,0.007601983527072779,0.01331407803235082
64,2023-01-01 16:00:00,0.0095500278274144,0.013478122713989482
65,2023-01-01 16:15:00,0.011862923234174521,0.01417235174304404
66,2023-01-01 16:30:00,0.014378792127335041,0.014621899687811126
67,2023-01-01 16:45:00,0.01723946536282513,0.015846565053039854
68,2023-01-01 17:00:00,0.02012018536240415,0.015052296486949123
69,2023-01-01 17:15:00,0.023102642689734477,0.015420200074034296
70,2023-01-01 17:30:00,0.026267274985722944,0.015196686045442139
71,2023-01-01 17:45:00,0.029412111102173597,0.01562582290078875
72,2023-01-01 18:00:00,0.032069810851263286,0.015076235418985487
73,2023-01-01 18:15:00,0.034666869138983966,0.015484961184911617
74,2023-01-01 18:30:00,0.037243379493513494,0.016240675470985885
75,2023-01-01 18:45:00,0.03935355199842432,0.018688998246410227
76,2023-01-01 19:00:00,0.04049045410681768,0.019016331643412723
77,2023-01-01 19:15:00,0.0409983889919209,0.019812364130811395
78,2023-01-01 19:30:00,0.04134419567245492,0.020710956042829017
79,2023-01-01 19:45:00,0.04166920383524667,0.021547810709068648
80,2023-01-01 20:00:00,0.04189347700849156,0.020957401048424428
81,2023-01-01 20:15:00,0.041286060056597025,0.019673518325000486
82,2023-01-01 20:30:00,0.039948189138212166,0.018939979049654637
83,2023-01-01 20:45:00,0.0381439803702086,0.010986961849657962
84,2023-01-01 21:00:00,0.036400914232676274,0.01053892583744054
85,2023-01-01 21:15:00,0.03441402932691236,0.009785479450190768
86,2023-01-01 21:30:00,0.03212318536065006,0.009317284337311143
87,2023-01-01 21:45:00,0.029690259953907477,0.005361312821112424
88,2023-01-01 22:00:00,0.02729792924444498,0.0051990320607817045
89,2023-01-01 22:15:00,0.025027382626822723,0.0050367513004509834
90,2023-01-01 22:30:00,0.022635051917360222,0.005282440339771562
91,2023-01-01 22:45:00,0.020303613253817843,0.0037742876214806303
92,2023-01-01 23:00:00,0.018032816051644474,0.003632417950570389
93,2023-01-01 23:15:00,0.015640485342181976,0.003347670653716796
94,2023-01-01 23:30:00,0.013329344027279635,0.003022353166780523
95,2023-01-01 23:45:00,0.010937013317817138,0.0018810960805416548
